id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,station_id
gV9lrbWr1CE1Jl0E58UO2g,minami-vancouver,Minami,https://s3-media4.fl.yelpcdn.com/bphoto/e1owEuNPt6U_8JQYKQqaig/o.jpg,False,https://www.yelp.com/biz/minami-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,771,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,[],$$$,+16046858080,+1 604-685-8080,106.40429058156566,49.2752733,-123.1207029,1118 Mainland Street,,,Vancouver,V6B 2T9,CA,BC,"['1118 Mainland Street', 'Vancouver, BC V6B 2T9', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
xYDUAD4JGLVnQUB2i8njBA,rodneys-oyster-house-vancouver,Rodney's Oyster House,https://s3-media3.fl.yelpcdn.com/bphoto/0mjFjkxdNCECUKCmSI4-Xg/o.jpg,False,https://www.yelp.com/biz/rodneys-oyster-house-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,833,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,[],$$,+16046090080,+1 604-609-0080,103.40228883283163,49.274326,-123.123131,1228 Hamilton Street,,,Vancouver,V6B 6L2,CA,BC,"['1228 Hamilton Street', 'Vancouver, BC V6B 6L2', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
QmkGDL-8zexdKV3Xcn8ZYg,oeb-breakfast-co-yaletown-vancouver-3,OEB Breakfast Co. Yaletown,https://s3-media1.fl.yelpcdn.com/bphoto/B-MxxZfzVpBu8XGEQBGxDg/o.jpg,False,https://www.yelp.com/biz/oeb-breakfast-co-yaletown-vancouver-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,804,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['restaurant_reservation'],$$,+16044233447,+1 604-423-3447,222.4819795578938,49.2734341,-123.1192724,1137 Marinaside Crescent,,,Vancouver,V6Z 2Y3,CA,BC,"['1137 Marinaside Crescent', 'Vancouver, BC V6Z 2Y3', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
gt1BSfVFvzI-qHdJ3LUZug,blue-water-cafe-vancouver,Blue Water Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/x_u0blIMDrP7oyGzon0zGQ/o.jpg,False,https://www.yelp.com/biz/blue-water-cafe-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,1080,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],$$$$,+16046888078,+1 604-688-8078,190.502212865383,49.2761945,-123.1209935,1095 Hamilton St,,,Vancouver,V6B 5T4,CA,BC,"['1095 Hamilton St', 'Vancouver, BC V6B 5T4', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
htvl5L_V-zKN0UvUgP60PQ,robba-da-matti-vancouver,Robba da Matti,https://s3-media4.fl.yelpcdn.com/bphoto/2OAP0M4yXfLkVGMfBDoUcA/o.jpg,False,https://www.yelp.com/biz/robba-da-matti-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,500,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,[],$$$,+16045581174,+1 604-558-1174,108.89878886640875,49.2753397,-123.1208967,1127 Mainland Street,,,Vancouver,V6B 5P2,CA,BC,"['1127 Mainland Street', 'Vancouver, BC V6B 5P2', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
UwQyc3prSQp3pnvdSSmlaQ,tasty-indian-bistro-vancouver,Tasty Indian Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/92v7Yvq3e3aMspodtI8L2w/o.jpg,False,https://www.yelp.com/biz/tasty-indian-bistro-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,218,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,[],$$,+16044233300,+1 604-423-3300,158.53507215565813,49.2744011,-123.1236818,1261 Hamilton Street,,,Vancouver,V6B 6K3,CA,BC,"['1261 Hamilton Street', 'Vancouver, BC V6B 6K3', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
rVuC98hyTNLaxtr5Y8rH9A,elisa-vancouver-2,Elisa,https://s3-media4.fl.yelpcdn.com/bphoto/oZKRK8gkA7jjjNgGA5KS1A/o.jpg,False,https://www.yelp.com/biz/elisa-vancouver-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,205,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,[],$$$$,+16043625443,+1 604-362-5443,157.66564021478612,49.2759562,-123.1213608,1109 Hamilton Street,,,Vancouver,V6B 5P6,CA,BC,"['1109 Hamilton Street', 'Vancouver, BC V6B 5P6', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
-naJRqkmbos0UeWApfEvtw,the-parlour-vancouver,The Parlour,https://s3-media1.fl.yelpcdn.com/bphoto/PiqM9cQBjncCHrH34hRXRQ/o.jpg,False,https://www.yelp.com/biz/the-parlour-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,466,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,[],$$,+16045683322,+1 604-568-3322,277.59950902751035,49.276835,-123.120221,1011 Hamilton Street,,,Vancouver,V6B 5T4,CA,BC,"['1011 Hamilton Street', 'Vancouver, BC V6B 5T4', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
RIb01mB9pEJ3yeebyHb4XA,cioppinos-mediterranean-grill-vancouver-3,Cioppino's Mediterranean Grill,https://s3-media4.fl.yelpcdn.com/bphoto/go1C_5bwz6HBS3Tfwm_kXw/o.jpg,False,https://www.yelp.com/biz/cioppinos-mediterranean-grill-vancouver-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,199,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,[],$$$$,+16046887466,+1 604-688-7466,106.31532654871448,49.275522,-123.121794,1133 Hamilton Street,,,Vancouver,V6B 5P6,CA,BC,"['1133 Hamilton Street', 'Vancouver, BC V6B 5P6', 'Canada']",32603a87cfca71d0f7dfa3513bad69d5
_4R46MNkwx9MeOyt0YfNxA,chambar-vancouver,Chambar,https://s3-media1.fl.yelpcdn.com/bphoto/62vFSZ-g2eAJwEb-oxm5Vw/o.jpg,False,https://www.yelp.com/biz/chambar-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,1548,"[{'alias': 'belgian', 'title': 'Belgian'}]",4.0,[],$$$,+16048797119,+1 604-879-7119,45.600507221473194,49.2801460007961,-123.109925328073,568 Beatty Street,,,Vancouver,V6B 2L3,CA,BC,"['568 Beatty Street', 'Vancouver, BC V6B 2L3', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
LjdbthVdtLYKSi7iVAFl0g,jam-cafe-on-beatty-vancouver,Jam Cafe on Beatty,https://s3-media1.fl.yelpcdn.com/bphoto/urO8_u2i3dstMQqNbEVbpw/o.jpg,False,https://www.yelp.com/biz/jam-cafe-on-beatty-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,1403,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$$,+17783791992,+1 778-379-1992,65.35093516696821,49.2802586,-123.1096376,556 Beatty Street,,,Vancouver,V6B 2L3,CA,BC,"['556 Beatty Street', 'Vancouver, BC V6B 2L3', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
Ufhxnrt_OJu4jHfVTP3aRQ,fanny-bay-oyster-bar-and-shellfish-market-vancouver,Fanny Bay Oyster Bar & Shellfish Market,https://s3-media1.fl.yelpcdn.com/bphoto/1EZFexL8CXbuAGUxO7iElg/o.jpg,False,https://www.yelp.com/biz/fanny-bay-oyster-bar-and-shellfish-market-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,801,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",4.5,[],$$,+17783799510,+1 778-379-9510,314.1769534370135,49.2787525,-123.1138689,762 Cambie St,,,Vancouver,V6B 2P2,CA,BC,"['762 Cambie St', 'Vancouver, BC V6B 2P2', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
sUxHZhLvTrLE4eoewdv-ug,pizzeria-ludica-vancouver-3,Pizzeria Ludica,https://s3-media2.fl.yelpcdn.com/bphoto/WGv_r9Drf55WP9zm-dwsTQ/o.jpg,False,https://www.yelp.com/biz/pizzeria-ludica-vancouver-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,186,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'tabletopgames', 'title': 'Tabletop Games'}]",4.0,[],$$,+16046695552,+1 604-669-5552,124.84525839443624,49.2800427277576,-123.108486811639,189 Keefer Place,,,Vancouver,V6B 6L4,CA,BC,"['189 Keefer Place', 'Vancouver, BC V6B 6L4', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
ljnjap6GNVMvS1DNzgDOYA,caveman-cafe-vancouver,Caveman Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/FlyerI-Abgq6-dWrrmy__Q/o.jpg,False,https://www.yelp.com/biz/caveman-cafe-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,273,"[{'alias': 'organic_stores', 'title': 'Organic Stores'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,[],$$,+16043310668,+1 604-331-0668,254.00529471883814,49.280802324947445,-123.10703500282293,88 W Pender Street,Unit 1005,,Vancouver,V6B 6N8,CA,BC,"['88 W Pender Street', 'Unit 1005', 'Vancouver, BC V6B 6N8', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
4EV_ZcQmjAmP3pmO-_nb2A,miku-vancouver-2,Miku,https://s3-media1.fl.yelpcdn.com/bphoto/p8OUS8eVE2u4TJISG4fOVg/o.jpg,False,https://www.yelp.com/biz/miku-vancouver-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,2267,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,[],$$$,+16045683900,+1 604-568-3900,817.6397636995885,49.28691753455261,-123.11276314110472,200 Granville Street,Suite 70,,Vancouver,V6C 1S4,CA,BC,"['200 Granville Street', 'Suite 70', 'Vancouver, BC V6C 1S4', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
K7c5urKrmZ5CZeldngwzig,devils-elbow-ale-and-smoke-house-vancouver,Devil's Elbow Ale & Smoke House,https://s3-media4.fl.yelpcdn.com/bphoto/sGksursrdWhhDJrHtb2kXg/o.jpg,False,https://www.yelp.com/biz/devils-elbow-ale-and-smoke-house-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,196,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]",3.5,[],$$,+16045590611,+1 604-559-0611,55.32099495424257,49.2801437,-123.1098099,562 Beatty Street,,,Vancouver,V6B 2L3,CA,BC,"['562 Beatty Street', 'Vancouver, BC V6B 2L3', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
ecN9xzc80xkm9XOFNCUDmw,tokyo-in-april-vancouver,Tokyo In April,https://s3-media1.fl.yelpcdn.com/bphoto/dvDxVVX-8mNN344Pw8Rt4A/o.jpg,False,https://www.yelp.com/biz/tokyo-in-april-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,60,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,[],$$,+16044232779,+1 604-423-2779,214.61556159446116,49.2806813,-123.1073936,526 Abbott St,,,Vancouver,V6B 2L1,CA,BC,"['526 Abbott St', 'Vancouver, BC V6B 2L1', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
z2tHNBxoQ-_CoczbhzLNrQ,tako-vancouver-2,TAKO,https://s3-media1.fl.yelpcdn.com/bphoto/Jw00boiS1C9F3iOKdm0tPA/o.jpg,False,https://www.yelp.com/biz/tako-vancouver-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,221,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$,+17783797010,+1 778-379-7010,170.24143735873815,49.278816,-123.1078822,601 Expo Boulevard,,,Vancouver,V6B 0J5,CA,BC,"['601 Expo Boulevard', 'Vancouver, BC V6B 0J5', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
cLGh_q9jWTpp53tsj29S-w,the-dirty-apron-delicatessen-vancouver-2,The Dirty Apron Delicatessen,https://s3-media1.fl.yelpcdn.com/bphoto/6CRDy5psMCisA89i3aqtRA/o.jpg,False,https://www.yelp.com/biz/the-dirty-apron-delicatessen-vancouver-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,68,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'delicatessen', 'title': 'Delicatessen'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$$,+16048798588,+1 604-879-8588,111.1698884229459,49.2805632,-123.1091772,540 Beatty St,,,Vancouver,V6B 2L3,CA,BC,"['540 Beatty St', 'Vancouver, BC V6B 2L3', 'Canada']",6d42fa40360f9a6b2bf641c7b8bb2862
Zi8Ywk36Ws_4zjw2gjMMFA,iden-and-quan-ju-de-beijing-duck-house-vancouver-4,iDen & Quan Ju De Beijing Duck House,https://s3-media4.fl.yelpcdn.com/bphoto/yBiWyKn8E21c3rQn4AdjxA/o.jpg,False,https://www.yelp.com/biz/iden-and-quan-ju-de-beijing-duck-house-vancouver-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,112,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,[],,+12364777777,+1 236-477-7777,102.5557420689429,49.26021,-123.1148451,2808 Cambie Street,,,Vancouver,V5Z 2V5,CA,BC,"['2808 Cambie Street', 'Vancouver, BC V5Z 2V5', 'Canada']",66f873d641d448bd1572ab086665a458
pJge_LJ3NV8iQtrERe6AyQ,indian-roti-kitchen-vancouver,Indian Roti Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/0XTrwPFf4uiG7s2-c-ZXGg/o.jpg,False,https://www.yelp.com/biz/indian-roti-kitchen-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,162,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,[],$$,+16048763767,+1 604-876-3767,220.70909593720518,49.25901,-123.11538,2961 Cambie Street,,,Vancouver,V5Z 2V7,CA,BC,"['2961 Cambie Street', 'Vancouver, BC V5Z 2V7', 'Canada']",66f873d641d448bd1572ab086665a458
6iOAgzJ0DRZNSKA3FSrrOg,la-taqueria-pinche-taco-shop-vancouver,La Taqueria Pinche Taco Shop,https://s3-media1.fl.yelpcdn.com/bphoto/fjhIj3XKuQ4mquD4Mg8OoQ/o.jpg,False,https://www.yelp.com/biz/la-taqueria-pinche-taco-shop-vancouver?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,685,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$$,+16045582549,+1 604-558-2549,333.8215089303317,49.263559,-123.112736,2450 Yukon Street,,,Vancouver,V5Z 3V6,CA,BC,"['2450 Yukon Street', 'Vancouver, BC V5Z 3V6', 'Canada']",66f873d641d448bd1572ab086665a458
