empty_slots,free_bikes,station_id,station_latitude,station_longitude,name,Restaurant,Rating,Longitude,Latitude,Address
0,26,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,Dunsmuir & Beatty,Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
0,26,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,Dunsmuir & Beatty,Caveman Cafe,4.5,-123.10703500282293,49.280802324947445,88 W Pender Street
0,26,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,Dunsmuir & Beatty,Devil's Elbow Ale & Smoke House,3.5,-123.1098099,49.2801437,562 Beatty Street
0,26,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,Dunsmuir & Beatty,Tokyo In April,4.5,-123.1073936,49.2806813,526 Abbott St
0,26,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,Dunsmuir & Beatty,TAKO,4.0,-123.1078822,49.278816,601 Expo Boulevard
0,26,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,Dunsmuir & Beatty,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),iDen & Quan Ju De Beijing Duck House,3.5,-123.1148451,49.26021,2808 Cambie Street
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Indian Roti Kitchen,4.5,-123.11538,49.25901,2961 Cambie Street
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Saku,4.5,-123.11667523250104,49.2631006,548 W Broadway
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Marulilu Cafe,4.0,-123.11415,49.26338,451 W Broadway
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Vij's Restaurant,4.0,-123.11479,49.25754,3106 Cambie Street
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Passion8 Dessert Cafe,4.0,-123.11499774456,49.258435242883,3010 Cambie Street
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Hokkaido Ramen Santouka,4.0,-123.1168917,49.263127,558 W Broadway
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Sushi California,3.5,-123.112614326016,49.2630454633729,388 W Broadway
13,2,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,12th & Yukon (City Hall),Tropika On Cambie,3.0,-123.11538,49.2589,2975 Cambie Street
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Saku,4.5,-123.11667523250104,49.2631006,548 W Broadway
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Hokkaido Ramen Santouka,4.0,-123.1168917,49.263127,558 W Broadway
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Rogue Kitchen & Wetbar,3.5,-123.117827,49.263047,602 West Broadway Avenue
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Dynasty Seafood Restaurant,3.5,-123.12138,49.2635999,777 W Broadway
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Cactus Club Cafe,3.5,-123.117130327243,49.2633734327403,575 Broadway W
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Seaport City Seafood Restaurant,4.0,-123.115152,49.263921119674905,2425 Cambie Street
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Peaceful Restaurant,3.5,-123.116143,49.263147,110-532 W Broadway
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Marulilu Cafe,4.0,-123.11415,49.26338,451 W Broadway
9,7,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,8th & Ash,Yolks,3.5,-123.1163529,49.2631139,546 W Broadway
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Robba da Matti,4.0,-123.1208967,49.2753397,1127 Mainland Street
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,OEB Breakfast Co. Yaletown,4.5,-123.1192724,49.2734341,1137 Marinaside Crescent
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Rodney's Oyster House,4.0,-123.123131,49.274326,1228 Hamilton Street
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Minami,4.0,-123.1207029,49.2752733,1118 Mainland Street
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
12,2,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,Spyglass & Seawall,Tasty Indian Bistro,4.0,-123.1236818,49.2744011,1261 Hamilton Street
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Robba da Matti,4.0,-123.1208967,49.2753397,1127 Mainland Street
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Rodney's Oyster House,4.0,-123.123131,49.274326,1228 Hamilton Street
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,OEB Breakfast Co. Yaletown,4.5,-123.1192724,49.2734341,1137 Marinaside Crescent
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Minami,4.0,-123.1207029,49.2752733,1118 Mainland Street
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Salmon n' Bannock,4.5,-123.1296705,49.2631378,1128 W Broadway
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Branas Mediterranean Grill,3.5,-123.1184584,49.2686214,617 Stamps Landing
6,8,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,Stamps Landing,Tasty Indian Bistro,4.0,-123.1236818,49.2744011,1261 Hamilton Street
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,CRAFT Beer Market,3.5,-123.1060713,49.2702147,85 W 1st Avenue
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Tap & Barrel - Olympic Village,3.0,-123.106136,49.2715389,75 Athletes Way
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Johnnie Fox's Irish Pub,4.0,-123.10129,49.27142,1601 Main Street
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Phnom Penh,4.0,-123.098205,49.278431,244 E Georgia Street
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Gusto A Taste of Italy,4.5,-123.10593623668,49.2714006565536,1610 Salt St
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Chambar,4.0,-123.109925328073,49.2801460007961,568 Beatty Street
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Bodega On Main,4.0,-123.09968391901442,49.27548853708847,1014 Main Street
3,17,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,Ontario & Seawall,Cream Pony,4.0,-123.1022395874257,49.2704783,111 East 1st Street
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Five Sails Restaurant,4.5,-123.113292160758,49.2880313351364,401-999 Canada Place
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,ARC Restaurant,4.0,-123.1137298,49.2872868,900 Canada Place Way
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Botanist,4.5,-123.1167271,49.2883099,1038 Canada Place
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Riley's Fish & Steak,4.0,-123.1151089,49.287641996861865,200 Burrard Street
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Rogue Kitchen & Wetbar,3.5,-123.11143693120827,49.28534134027417,601 W Cordova Street
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Cactus Club Cafe,4.0,-123.1181077748714,49.2895176422553,1085 Canada Place
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Nightingale,4.0,-123.117770967577,49.2874110331456,1017 West Hastings Street
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Tap & Barrel - Convention Centre,4.0,-123.116857235515,49.289845529586,1055 Canada Place
6,20,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,Canada Place,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Hawksworth Restaurant,4.0,-123.1191704,49.2833971,801 W Georgia Street
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Medina Cafe,4.0,-123.117036269849,49.2804429972571,780 Richards Street
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Tokyo Katsu-Sand,4.0,-123.1182597,49.2827218,725 W Georgia St
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,JINYA Ramen Bar - Vancouver,4.0,-123.11793569570304,49.28031515071204,541 Robson St.
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Gotham Steakhouse & Bar,4.0,-123.115793,49.2829254,615 Seymour Street
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Hy's Steakhouse & Cocktail Bar,4.0,-123.11927,49.28468,637 Hornby Street
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Kokoro Tokyo Mazesoba,4.0,-123.115078,49.2833927,551 Seymour Street
12,7,6993b3dbb0758927967592ea612a2b1e,49.282409,-123.118541,Granville & Georgia,Joe Fortes Seafood & Chop House,4.0,-123.12473,49.28493,777 Thurlow Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Nightingale,4.0,-123.117770967577,49.2874110331456,1017 West Hastings Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Cactus Club Cafe,4.0,-123.1181077748714,49.2895176422553,1085 Canada Place
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Cactus Club Cafe,4.0,-123.11881637137162,49.28554081466174,588 Burrard Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Botanist,4.5,-123.1167271,49.2883099,1038 Canada Place
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Showcase Restaurant & Bar,4.0,-123.1204414,49.2879858,1122 West Hastings Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Hy's Steakhouse & Cocktail Bar,4.0,-123.11927,49.28468,637 Hornby Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Tap & Barrel - Convention Centre,4.0,-123.116857235515,49.289845529586,1055 Canada Place
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Alouette Bistro,4.5,-123.11829,49.2853,567 Hornby Street
17,9,bf8408067b0e0c963f3ff526977bcef3,49.287097,-123.118551,Pender & Burrard,Joe Fortes Seafood & Chop House,4.0,-123.12473,49.28493,777 Thurlow Street
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,OEB Breakfast Co. Yaletown,4.5,-123.1192724,49.2734341,1137 Marinaside Crescent
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Robba da Matti,4.0,-123.1208967,49.2753397,1127 Mainland Street
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Minami,4.0,-123.1207029,49.2752733,1118 Mainland Street
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Rodney's Oyster House,4.0,-123.123131,49.274326,1228 Hamilton Street
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Provence Marinaside,3.5,-123.1194637,49.2733385,1177 Marinaside Crescent
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
5,17,d2244f1a81d317c76cabd65e81250835,49.273471,-123.118016,Marinaside & Davie,MeeT in Yaletown,4.0,-123.121902530398,49.2748495736666,1165 Mainland Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Hawksworth Restaurant,4.0,-123.1191704,49.2833971,801 W Georgia Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,JOEY Burrard,4.0,-123.12316775322,49.2827851242953,820 Burrard St
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Boulevard,4.0,-123.123884,49.2827182,845 Burrard Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Thierry,4.0,-123.1228949,49.2848818,1059 Alberni Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Joe Fortes Seafood & Chop House,4.0,-123.12473,49.28493,777 Thurlow Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Guu Original Thurlow,4.0,-123.125567978574,49.2839786648396,838 Thurlow Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Bacchus Restaurant & Lounge,4.0,-123.12281,49.28232,845 Hornby Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Le Crocodile Restaurant,4.5,-123.124911131657,49.2822815356982,909 Burrard Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Black & Blue,3.5,-123.122869190308,49.2845587688053,1032 Alberni Street
6,24,0b543fc4e694fe07a54dac48bb1b3390,49.282758,-123.122092,Robson & Hornby,Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Nightingale,4.0,-123.117770967577,49.2874110331456,1017 West Hastings Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Cactus Club Cafe,4.0,-123.11881637137162,49.28554081466174,588 Burrard Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Botanist,4.5,-123.1167271,49.2883099,1038 Canada Place
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,ARC Restaurant,4.0,-123.1137298,49.2872868,900 Canada Place Way
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Moose's Down Under,4.0,-123.11634,49.285638,830 Pender Street W
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Hy's Steakhouse & Cocktail Bar,4.0,-123.11927,49.28468,637 Hornby Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Alouette Bistro,4.5,-123.11829,49.2853,567 Hornby Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Riley's Fish & Steak,4.0,-123.1151089,49.287641996861865,200 Burrard Street
13,9,fbb1d30d7f30b049873f5be5688563d4,49.28602,-123.116624,Hornby & Pender,Hawksworth Restaurant,4.0,-123.1191704,49.2833971,801 W Georgia Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Medina Cafe,4.0,-123.117036269849,49.2804429972571,780 Richards Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),JINYA Ramen Bar - Vancouver,4.0,-123.11793569570304,49.28031515071204,541 Robson St.
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Black Rice Izakaya,4.0,-123.114329,49.278444,782 Cambie Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Miku,4.5,-123.11276314110472,49.28691753455261,200 Granville Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Maruhachi Ra-Men,4.0,-123.1157914,49.27854065320407,270 Robson Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Chambar,4.0,-123.109925328073,49.2801460007961,568 Beatty Street
12,8,7181df50ee1d1a05559399211382b7c8,49.279739,-123.116251,Homer & Robson (Vancouver Public Library),Glowbal,3.0,-123.117092920094,49.2815627886161,590 West Georgia Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Black Rice Izakaya,4.0,-123.114329,49.278444,782 Cambie Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Chambar,4.0,-123.109925328073,49.2801460007961,568 Beatty Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Maruhachi Ra-Men,4.0,-123.1157914,49.27854065320407,270 Robson Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,District Bar & Restaurant,4.0,-123.114148463454,49.2777057046774,121 Robson Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Medina Cafe,4.0,-123.117036269849,49.2804429972571,780 Richards Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,Frankie's Italian Kitchen,3.5,-123.1137363,49.2779493,765 Beatty Street
20,0,2ef000bc9d4650d8cc6198c4d570b19f,49.277483,-123.114279,Beatty & Robson,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
8,6,b7683a86874e6300fd89f4cc0b075f57,49.275679,-123.116963,Beatty & Nelson,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
8,6,b7683a86874e6300fd89f4cc0b075f57,49.275679,-123.116963,Beatty & Nelson,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
8,6,b7683a86874e6300fd89f4cc0b075f57,49.275679,-123.116963,Beatty & Nelson,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
8,6,b7683a86874e6300fd89f4cc0b075f57,49.275679,-123.116963,Beatty & Nelson,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
